G109	G1406	151.51200088805226
G16	G1440	135.5055423024585
G16	G687	127.69694222465016
G188	G938	123.67294607908006
G176	G228	122.9441564738291
G191	G962	116.79798464277522
G10	G1312	116.25297983102416
G26	G741	113.44637742573326
G115	G665	112.15780709019324
G176	G367	110.792359845519
G115	G378	110.60412322371289
G115	G407	109.8082038536834
G62	G360	109.02317085723689
G191	G289	106.6560189656042
G143	G35	106.25827920564569
G177	G147	105.76939468436036
G48	G1419	105.0766628167888
G35	G227	104.92065111451366
G49	G978	104.40449174366098
G48	G1588	101.72100389988236
G126	G672	101.44210696315405
G141	G914	101.3973889925682
G92	G1060	101.17833567921564
G95	G1073	101.14579287527405
G187	G737	100.885202657985
G16	G1380	100.83675061993782
G2	G27	99.99168700014721
G48	G600	99.80323518652176
G126	G1050	99.70743195523679
G48	G981	99.5593452205697
G119	G809	99.23124313974563
G58	G1423	98.21695346114912
G58	G1577	98.15459540511982
G144	G570	97.71680064566793
G95	G1106	97.20408027160074
G95	G470	97.16313847955985
G35	G143	97.03834573303635
G95	G1026	95.59432375884792
G122	G1191	95.13508744026522
G144	G942	93.99947649346473
G95	G1224	93.90774516221053
G92	G865	93.55431361513534
G48	G716	93.33223785037427
G187	G1254	93.2002069519059
G127	G353	93.16931064412371
G158	G1434	92.967390460695
G158	G383	92.74034443719705
G1	G936	92.06809246257959
G44	G947	91.97644849263153
G92	G1525	91.62117945755013
G48	G972	91.44106735726609
G10	G498	91.01898625297687
G57	G27	90.95863335674197
G115	G1173	90.95335118768497
G182	G1355	90.89723442483304
G187	G500	90.37743667257232
G133	G14	89.95310984975774
G194	G1405	88.99276469182485
G195	G897	88.96656515264304
G48	G1099	88.84939437900341
G98	G710	88.26576929318438
G14	G133	88.17527109698786
G32	G1169	87.89030426012008
G84	G590	87.4969248548145
G32	G730	87.09323934787753
G92	G1141	86.944801832298
G158	G1082	86.84950363497371
G158	G696	86.71238791331962
G26	G623	86.43105831174961
G27	G57	86.20231186733825
G176	G1235	85.95088300091534
G21	G830	85.93328220662858
G27	G2	85.400143252603
G68	G909	85.39293087928044
G95	G1431	85.38211742604241
G48	G835	85.2741573371176
G95	G1052	84.87668817544429
G171	G389	84.67719658084397
G119	G911	84.58943896263608
G147	G177	84.55020392896239
G48	G965	84.45217680541052
G92	G508	83.98143085969322
G112	G439	83.84763504276262
G115	G1128	83.80325435202445
G33	G17	83.54578391245309
G48	G537	83.50991717637581
G19	G733	83.49765355151592
G48	G1488	83.17988663483786
G171	G1002	83.17146875026818
G26	G1299	82.89797677874665
G84	G545	82.78006257352928
G176	G1284	82.64171695616581
G158	G1097	82.54537246670101
G195	G36	82.2920761764556
G95	G402	81.91697322293105
G12	G497	81.72783131113464
G176	G423	81.59847268279215
G126	G99	81.46392991278888
G194	G141	81.41825874031834
G134	G426	81.20534353083194
G84	G427	81.10994582187392
G92	G738	81.01728470424199
G176	G760	80.04207411524627
G98	G1515	79.98369172776027
G49	G675	79.94999285718639
G83	G68	79.81984014060161
G71	G460	79.72073596002576
G182	G1409	79.60751927146507
G171	G635	79.58348989608092
G121	G1209	79.57644914395317
G110	G229	79.32353747756513
G134	G1092	79.16700178649843
G187	G791	78.99295845083437
G136	G134	78.67590954276771
G119	G1318	78.29664371408819
G171	G637	78.2869923550501
G110	G1495	78.22614376319902
G48	G1398	78.21345076273603
G115	G1638	77.82512253496816
G36	G195	77.6462400942837
G171	G1436	77.61815394559102
G149	G1338	77.49668717388748
G161	G192	77.4297943474599
G59	G452	77.28991714623476
G48	G1006	77.26738596421602
G158	G4	76.91585446716893
G182	G1277	76.89609112507377
G141	G755	76.8867285431557
G182	G324	76.4834583314267
G194	G563	76.44023911868773
G48	G1391	76.40850286584849
G100	G673	76.1560263907223
G71	G936	76.00234178289848
G176	G1232	76.00003825081475
G117	G1095	75.98085935953951
G62	G494	75.8665623811154
G187	G925	75.8252550169156
G48	G1535	75.79647033740152
G107	G559	75.77909745273642
G78	G1526	75.71639441726528
G132	G1584	75.3505644763852
G194	G991	75.29653035629048
G98	G1167	74.99374938851865
G4	G383	74.96964058258428
G48	G1319	74.87483306717482
G4	G1097	74.74507438057199
G109	G608	74.70987090580859
G183	G522	74.3240192051468
G141	G194	74.20183434553739
G176	G940	74.1675420490443
G154	G1155	74.06746627917305
G92	G1039	73.88406983339087
G171	G1037	73.8244374007525
G83	G909	73.64028622434718
G32	G424	73.56934647190863
G26	G647	73.47375025999558
G119	G641	73.4224435870563
G187	G263	73.33010522060717
G4	G158	73.32097643092354
G136	G417	73.1620113224468
G48	G306	73.1321778042851
G84	G1624	73.07132676750948
G78	G1013	73.04863159646699
G69	G893	73.01717542835918
G73	G961	72.54190046366216
G158	G751	72.49215936993349
G133	G986	72.42680990708031
G191	G246	72.27610298210817
G95	G199	72.20458330110928
G72	G187	72.19203564120093
G30	G690	72.19008837551861
G134	G1119	71.93957536450675
G176	G1368	71.81108779541907
G17	G33	71.70275988511075
G11	G1533	71.69069308866554
G48	G1557	71.62535226141526
G44	G368	71.57896041387149
G100	G1102	71.37364044604115
G99	G126	71.35722782231791
G35	G564	71.33924245453144
G108	G178	71.1905717103248
G183	G450	71.17057573524754
G66	G1168	71.14850234318028
G58	G366	70.96938046630774
G16	G1378	70.85291294980325
G38	G1355	70.8460748818393
G191	G1348	70.76076473662877
G167	G446	70.73585518756707
G44	G1493	70.63828726446653
G16	G1229	70.4978814757269
G68	G83	70.36293269735289
G110	G1625	70.20504288758332
G98	G440	69.87054994404477
G167	G1	69.84418251714484
G84	G1322	69.75756674992633
G107	G1623	69.40020941801639
G48	G1529	69.29880977440946
G92	G436	69.2766220557362
G98	G531	69.12661613973702
G30	G395	69.07233036619743
G171	G661	69.03106907606588
G149	G876	69.02616150894681
G134	G136	68.98566596083582
G68	G705	68.92041398099467
G192	G161	68.8462696244943
G48	G1411	68.82583386830647
G75	G957	68.69022233197882
G108	G1589	68.68685991744702
G134	G448	68.66910955323938
G134	G1542	68.54010759476174
G108	G827	68.27786172421685
G99	G1389	68.18272539212624
G84	G534	68.13447958902088
G171	G764	68.09418261207398
G121	G982	68.05653835314743
G134	G339	67.98980456013177
G158	G1136	67.94826845320767
G43	G1384	67.89617402609474
G194	G818	67.83733672745993
G84	G156	67.7710306579036
G38	G324	67.74535515783323
G127	G260	67.70433134256851
G115	G1438	67.60324635674102
G48	G1088	67.5880637723596
G48	G1178	67.55200583352836
G149	G776	67.35868906109047
G176	G1558	67.34671395013876
G171	G916	67.31416099325853
G6	G517	67.1921198800915
G48	G719	67.1404854273792
G71	G990	67.07937447498917
G122	G162	66.53769864120856
G71	G1420	66.51065192362593
G4	G1341	66.4803094697719
G12	G1243	66.38809756167745
G92	G1287	66.37506476624243
G136	G906	66.30965137575765
G119	G1638	66.234674570191
G24	G1256	66.21750262217145
G189	G1545	66.17919897766066
G78	G619	66.01340730359593
G73	G458	66.00058042825809
G118	G792	65.95602514028222
G84	G524	65.88785285463696
G68	G591	65.7074367777803
G115	G1410	65.66623972188324
G171	G409	65.6280189253356
G178	G229	65.53850754285533
G155	G351	65.49402786420616
G194	G1465	65.36485439458961
G100	G604	65.08106124558756
G43	G891	64.89577512220278
G1	G1162	64.77346002657767
G12	G681	64.59552511695881
G1	G1130	64.47930970255182
G83	G1627	64.4528638336033
G1	G1427	64.41868868557633
G83	G705	64.40626329792227
G48	G847	64.35118371006452
